,logFC,AveExpr,t,P.Value,adj.P.Val,B
GT_CpG_56:chr20:22797181-22798029_741934,1.63928501373359,0.433702514068182,13.02618535846,9.772170029183e-17,1.86862837001913e-14,27.9690541149938
GT_CpG_285:chr34:26768801-26771946_456379,1.63851587459073,0.154460046113636,5.93472893892504,4.14164115665209e-07,6.92657603347451e-06,5.9652935695886
GT_CpG_50:chr9:22875635-22876377_700300,1.63823979837452,-0.269149243886364,5.77393725164967,7.13803541781151e-07,1.13310643551105e-05,5.42854805484633
GT_CpG_24:chr1:81548147-81548653_394542,1.63596244237066,0.881121777318182,11.558006737186,5.96281689953586e-15,6.44035776880993e-13,23.8946917238674
GT_CpG_178:chr4:68013472-68015355_232837,1.6348084832973,0.5348328935,9.00549232596656,1.46087730476025e-11,6.42631696069361e-10,16.1375069114745
GT_CpG_169:chr7:67371609-67373679_211069,1.63440900849421,0.352870519363636,13.0454943903653,9.27464145489314e-17,1.78663561897763e-14,28.02075393664
GT_CpG_35:chr11:25275639-25276160_550697,1.63374676102703,0.572549186590909,8.96106264090494,1.68529395687704e-11,7.29366422745894e-10,15.9953585826327
GT_CpG_161:chr6:16272599-16274909_195413,1.63339168573359,0.641829638977273,13.0133142989033,1.0118812028188e-16,1.92509114723076e-14,27.934565116698
GT_CpG_91:chr17:56188801-56190004_953057,1.6330204896834,0.620522890272727,11.2582806033603,1.42796180282433e-14,1.4158354605305e-12,23.0277495877547
GT_CpG_74:chr1:105152057-105153183_864936,1.63274475686873,0.908898408613636,8.89831384779667,2.06295850671785e-11,8.72659389088921e-10,15.7942275784241
GT_CpG_28:chr22:59901044-59901451_463592,1.63205116091506,1.05436992661364,15.3241080437822,2.66311453767771e-19,1.60985273802617e-16,33.7935354517307
GT_CpG_75:chr22:45508084-45508890_870321,1.63163935650579,0.801472046113636,9.78835548292042,1.22321945707221e-12,7.0206802498636e-11,18.6044818460595
GT_CpG_35:chr38:22823382-22824003_556254,1.63088958591506,0.807540501636364,10.7905226528212,5.71086077005459e-14,4.79904373992995e-12,21.6508913255572
GT_CpG_28:chr28:37280012-37280500_464834,1.62941088148649,0.659022952068182,11.0764718659794,2.43913110494523e-14,2.2405930069177e-12,22.4960439355448
GT_CpG_64:chr13:38973709-38974684_793416,1.62832558240927,0.749497705636364,12.8857689059857,1.43096246237114e-16,2.5908716003482e-14,27.5916359872917
GT_CpG_155:chr31:33709880-33711465_180929,1.62764144011197,-0.131975705840909,4.68184195041169,2.71389105117141e-05,0.000284117102533109,1.86121577779141
GT_CpG_59:chr14:33372617-33373556_759904,1.62545284083784,0.829214558704545,11.2510558922656,1.45854864153437e-14,1.4423468215321e-12,23.0067046594986
GT_CpG_98:chr34:24065113-24066466_986596,1.62488192185714,1.12593415088636,9.13467255034045,9.65429032556108e-12,4.42504832305004e-10,16.5495449695373
GT_CpG_97:chr1:57241419-57242695_981596,1.62404053789575,0.55636190775,8.61315649874444,5.19897951971114e-11,1.99644009650875e-09,14.8748581945254
GT_CpG_279:chr1:74775337-74778589_443437,1.62285425153668,0.898996530909091,13.7903153668693,1.27963659561523e-17,3.45032373863765e-15,29.9785242547311
GT_CpG_135:chr4:20837880-20839534_130931,1.62210331114286,0.364300926590909,8.18606051620844,2.10865036379186e-10,7.17802969886967e-09,13.4825259932019
GT_CpG_153:chr29:12502038-12504005_176967,1.61790634009266,0.782651603909091,12.5377637372724,3.72187963963487e-16,5.75186328054538e-14,26.6451718646449
GT_CpG_149:chr32:32306715-32309111_167348,1.61453299609266,0.585993190272727,14.8617906554156,8.31737058178581e-19,3.71103252422322e-16,32.673406554323
GT_CpG_210:chr35:20153126-20155808_321649,1.6139629894749,0.326255034954545,7.1093285201041,7.70958356389093e-09,1.865380777218e-07,9.90777477114381
GT_CpG_88:chr6:28355057-28356296_942117,1.61385322096525,0.329357868045455,6.49991656359795,6.08055908974451e-08,1.23119002768522e-06,7.86129413060914
GT_CpG_53:chr1:115634170-115635062_721175,1.61224748367182,0.805258645386364,11.9681675025755,1.83915350148321e-15,2.29765446940298e-13,25.0616505529754
GT_CpG_99:chr4:63648186-63649252_991848,1.61016986630888,0.870999107772727,10.5070504930684,1.34119534939933e-13,1.01548809091187e-11,20.8023999753352
GT_CpG_255:chr11:4278045-4281014_406915,1.60867944041313,1.03318677965909,18.1179989672547,4.39818163261225e-22,1.17742463863339e-18,40.0584096455073
GT_CpG_70:chr17:56470496-56471678_840246,1.60792377996525,0.725717292204546,10.6381877617998,9.02405957187036e-14,7.22676770713952e-12,21.1962346129683
GT_CpG_18:chr10:65768239-65768690_258123,1.60652647661776,-0.199550736454545,4.41511189222161,6.42482457327019e-05,0.000600638563685691,1.02327386309903
GT_CpG_48:chr1:100443443-100444150_679013,1.60630658558687,0.32709547175,5.25242654788752,4.12404530788187e-06,5.43477827335108e-05,3.70370152141008
GT_CpG_222:chr25:11231149-11233572_345405,1.60271156803475,0.836533360522727,13.1645494377473,6.72690328974551e-17,1.37020439345854e-14,28.3384587535085
GT_CpG_188:chr34:30454027-30456624_256230,1.59760987885714,0.850871621,17.4932298727549,1.72314543079186e-21,3.07532226669754e-18,38.7286618527095
GT_CpG_183:chr6:38025421-38028065_248940,1.59758069388031,0.369084211659091,9.55375352158412,2.5523530932021e-12,1.35570375102614e-10,17.8729065980193
GT_CpG_72:chr1:26856538-26857645_853280,1.5967198314749,1.14024517663636,16.3999823123434,2.05782397767388e-20,2.14236624608998e-17,36.3053462056553
GT_CpG_139:chr20:18621156-18622956_142114,1.5950004051583,0.807725531272727,13.9209652394983,9.10341319790144e-18,2.72949458595319e-15,30.3146951810485
GT_CpG_173:chr13:47107604-47109738_222689,1.59287049130502,0.163156592636364,6.5998424671183,4.33103906590719e-08,9.02295792946834e-07,8.19716399913538
GT_CpG_79:chr36:6990214-6991243_892926,1.59272115008494,0.487641063818182,9.2776727270994,6.11725046120776e-12,2.96979831652339e-10,17.0034338036925
GT_CpG_47:chr17:11720599-11721356_670570,1.59112095781467,-0.0032503744090909,4.94386109053061,1.14920208524141e-05,0.000133387875356961,2.69995593442615
GT_CpG_144:chr15:43431088-43433449_154211,1.59067561707336,0.649920020227273,10.9579245149953,3.46616383485307e-14,3.07839702290185e-12,22.1469807402441
GT_CpG_24:chr8:8266811-8267322_401656,1.58994953296911,0.251578404931818,7.67205493693075,1.16282279623108e-09,3.34742662080402e-08,11.7856744777077
GT_CpG_73:chr17:56190142-56191474_858646,1.58875288664093,0.573824104727273,8.05564684244477,3.24491329621539e-10,1.05753135155527e-08,13.054022579884
GT_CpG_163:chr23:49901679-49903667_198779,1.58833855281467,0.724756920931818,10.6004250110312,1.01125156135467e-13,7.97909416168663e-12,21.0830558955698
GT_CpG_46:chr16:49956222-49956815_660944,1.58814322791892,0.656783629022727,7.51923295645786,1.93971908097626e-09,5.28718046806614e-08,11.2774399710149
GT_CpG_19:chr23:43568838-43569251_292142,1.58739313524324,0.957672777272727,14.076928663999,6.07890286160093e-18,1.88290248223092e-15,30.7132110832509
GT_CpG_47:chr1:99968569-99969167_671397,1.587235031139,0.426611778522727,5.64146657007949,1.11663491025474e-06,1.68479709345561e-05,4.98779857422938
GT_CpG_242:chr32:32311947-32315174_385476,1.58716712420077,0.0754624068181818,8.06166732839075,3.18087357295254e-10,1.03937193235125e-08,13.0738364255446
GT_CpG_83:chr15:39806022-39807449_913026,1.58699570798456,0.602368291363636,8.96735826158157,1.65148910844303e-11,7.16390744158983e-10,16.0155141495175
GT_CpG_175:chr4:10405039-10406737_228787,1.58570484676834,-0.195656960568182,5.71024372926374,8.8526268582008e-07,1.37158992153166e-05,5.21644780353838
GT_CpG_113:chr5:43943165-43944856_58222,1.58525210722008,-0.326938903227273,5.44154874480832,2.18878944975716e-06,3.08861595585274e-05,4.3257590843685
GT_CpG_25:chr5:26641195-26641658_419292,1.58515847741699,0.484181853477273,9.91293663289914,8.29985682263886e-13,4.98510150409747e-11,18.990193854423
GT_CpG_203:chr30:7119325-7121111_301540,1.5837214153166,-0.01498057425,5.43830108069125,2.2127931110578e-06,3.11662055653271e-05,4.31503963030602
GT_CpG_90:chr16:29731980-29733031_947652,1.58048577762548,0.704589041886364,14.4235791001351,2.50308437036673e-18,8.85029236952592e-16,31.5882078288787
GT_CpG_154:chr4:39231966-39234134_179673,1.57992028669884,0.786387523568182,12.532850673845,3.77285867868177e-16,5.77154981299242e-14,26.631696304394
GT_CpG_31:chr4:22936675-22937328_508162,1.57913062164093,0.570657221613636,10.6588344450595,8.47998407772876e-14,6.84959748381889e-12,21.2580355163854
GT_CpG_236:chr32:30713362-30716219_368502,1.57853504292278,0.854986490340909,11.4105967962047,9.14847092883585e-15,9.47170005364196e-13,23.4698133016073
GT_CpG_104:chr30:27956427-27957615_19833,1.57841438143243,0.487767057568182,6.12005534981792,2.20895882468255e-07,3.9498839594598e-06,6.58579618016004
GT_CpG_40:chr29:24657240-24658016_607300,1.57750924723938,0.104798878568182,6.3320497650339,1.07537032475921e-07,2.05841697659093e-06,7.29724251743678
GT_CpG_27:chr36:4797193-4797689_450981,1.57651383584942,0.804714361795455,15.1616374576903,3.96301932975438e-19,2.18426472735095e-16,33.4027517529285
GT_CpG_75:chr4:37214805-37215689_872028,1.57543212794209,-0.197600308931818,5.17407526444303,5.35581784946953e-06,6.82989782852224e-05,3.44740560349918
GT_CpG_85:chr3:41792745-41793783_925738,1.57486922764479,0.0744469400909091,8.05278883450214,3.27576726797388e-10,1.06480903240584e-08,13.0446156037444
GT_CpG_44:chr1:18494684-18495289_955129,1.57433227916216,1.09720887665909,10.6182521872511,9.5829962351438e-14,7.65801952871971e-12,21.1365090603617
GT_CpG_72:chr10:5445418-5446429_851773,1.57046174264865,0.341330963318182,7.85430177056661,6.33141560640606e-10,1.9402708545584e-08,12.3896756854043
GT_CpG_27:chr24:1923567-1924067_447916,1.565207282861,0.629989112886364,8.66975940133149,4.3244804528156e-11,1.68830419678204e-09,15.0580317661951
GT_CpG_73:chr14:37124531-37125510_858288,1.56301928940155,-1.33219524870455,3.72166857716637,0.000556367239477836,0.00372267650839638,-1.05673003238617
GT_CpG_21:chr27:11325997-11326417_1002565,1.56167023056757,-0.885182382113636,3.59813660306759,0.000804814772655242,0.00503903322157464,-1.40890590244007
GT_CpG_147:chr28:31819569-31821580_161988,1.5605147222471,0.636052127863636,10.8172379989519,5.27216518842371e-14,4.47048595241928e-12,21.7303100074148
GT_CpG_82:chr1:104687750-104688793_905849,1.55978338103475,1.05931554581818,11.0540778205835,2.60617726587e-14,2.38236384750102e-12,22.4302475964427
GT_CpG_29:chr35:24934086-24934587_482638,1.55957642652124,0.676695673886364,6.24849860836863,1.42822673598816e-07,2.65123872402676e-06,7.0166901042515
GT_CpG_30:chr14:34781607-34782226_489275,1.55841289615058,0.485647195477273,14.6482516198704,1.41892572766069e-18,5.78042579858641e-16,32.1474813717865
GT_CpG_118:chr35:6067517-6069385_74395,1.55778585501158,0.767582612454545,13.7773869044693,1.32363608306363e-17,3.54346833979585e-15,29.9451421237729
GT_CpG_85:chr14:22076481-22077570_922857,1.55695955732046,0.0972634295,9.59568214159159,2.23684596963449e-12,1.20452227149326e-10,18.0041515813948
GT_CpG_73:chr21:39564172-39565092_859421,1.55599608444015,0.0447565236818182,6.09700810556693,2.38867828646136e-07,4.22687787999458e-06,6.50854265478079
GT_CpG_135:chr5:44604879-44606331_131173,1.55504887910811,0.82449054925,14.9023192892277,7.51990329152809e-19,3.56757538560989e-16,32.7726097650397
GT_CpG_162:chr29:21219917-21222138_197224,1.5550326599112,0.805675183522727,9.59953774910882,2.2098927622874e-12,1.19343762014077e-10,18.0162096394953
GT_CpG_55:chr7:31656164-31656967_738569,1.55478096492664,0.268555936636364,8.16322792727216,2.27368330729201e-10,7.69786600487781e-09,13.4076114904264
GT_CpG_125:chr34:34304116-34305696_101285,1.55465621411583,-0.313456168454545,5.61679377454451,1.21353852944905e-06,1.81783415448525e-05,4.90587702939323
GT_CpG_96:chr7:39845951-39847033_978892,1.55453990816602,1.25211015838636,11.1227551966446,2.12748280604756e-14,1.99705922672994e-12,22.6318184771545
GT_CpG_75:chr35:6080724-6081766_871747,1.55319025789189,0.351594832772727,8.49003388316497,7.76964719058032e-11,2.92368079373253e-09,14.475293413398
GT_CpG_82:chr17:38032643-38033845_905478,1.55263944861004,0.399154436954545,7.34446223194277,3.48922340507935e-09,9.01258470013569e-08,10.6944877179504
GT_CpG_50:chr1:100304395-100305164_695300,1.54850893447104,0.107671446636364,9.37452866838779,4.49705794661453e-12,2.25327853985516e-10,17.3095012036195
GT_CpG_342:chr12:58551838-58556757_536697,1.54812618906178,0.241410074113636,10.0581369643571,5.29444800581157e-13,3.34621613507271e-11,19.4372748484647
GT_CpG_105:chr1:82546753-82548003_23056,1.54715860021236,0.363123951568182,7.67185069674068,1.16361694793461e-09,3.34742662080402e-08,11.7849962664962
GT_CpG_128:chr2:55174362-55175815_164697,1.54673673751351,0.633018810818182,8.76464709276755,3.17821284399031e-11,1.28635247494506e-09,15.3643503275138
GT_CpG_115:chr1:86241951-86243183_63825,1.546211623,0.82232203625,5.75286719246393,7.66509331269914e-07,1.20705895910358e-05,5.35834896093646
GT_CpG_290:chr24:1009301-1012909_469309,1.54546550940154,0.864624550113636,13.0698166417186,8.68439982614944e-17,1.69522198481383e-14,28.0858079779574
GT_CpG_56:chr15:41957483-41958116_740619,1.54485922410039,0.811250684863636,11.6718421195356,4.29269772837853e-15,4.92343994235762e-13,24.2208152714136
GT_CpG_69:chr15:3687900-3688749_1237357,1.5444161575251,1.04386577729545,11.3759972676332,1.01194904513502e-14,1.03625241154687e-12,23.369667417252
GT_CpG_31:chr37:28448706-28449277_507737,1.54375715538224,0.454177222545455,9.2856882863088,5.96319913894869e-12,2.91008776730023e-10,17.0288051202531
GT_CpG_35:chr37:28387279-28387962_556145,1.5423390736834,0.883113999181818,14.4908088297945,2.11078735181004e-18,7.83269298598897e-16,31.7562030818532
GT_CpG_33:chr8:19368032-19368554_534808,1.54226780400772,0.921851594863636,10.659143936693,8.47208661738818e-14,6.84959748381889e-12,21.2589614789362
GT_CpG_83:chr24:5563874-5564957_914450,1.54081594127413,0.204664012863636,8.92878042561772,1.86994872339552e-11,8.00957808047323e-10,15.8919374166578
GT_CpG_20:chr22:13863884-13864300_314250,1.54062127566023,-0.260360100363636,5.57448658547963,1.39954081453007e-06,2.06184709857596e-05,4.76553779102884
GT_CpG_21:chr14:33413195-33413619_333706,1.54007005838224,0.782677162159091,10.0805966956093,4.93994216525408e-13,3.17571342043838e-11,19.5061905289864
GT_CpG_83:chr5:36673649-36674872_915946,1.53883394811969,0.836224244659091,11.0826145794578,2.39523846057079e-14,2.21111187841706e-12,22.5140802983996
GT_CpG_67:chr23:677822-678776_1218569,1.5385581386332,0.801705900954545,9.70979942328112,1.56365493958953e-12,8.68210718235198e-11,18.3602710150982
GT_CpG_49:chr17:51446617-51447292_687228,1.53742871640927,0.498300250681818,8.44774941888325,8.9223763092345e-11,3.294598440333e-09,14.3377209195875
GT_CpG_32:chr2:56166770-56167324_520670,1.53662076372587,1.02057896006818,8.37530525546728,1.13134022090676e-10,4.07315082991011e-09,14.1016195480958
GT_CpG_28:chr3:52374499-52375041_467024,1.53598762583012,-0.222323929772727,8.1116961264106,2.69566650489911e-10,8.98052310552123e-09,13.2383655118665
GT_CpG_61:chr25:33781353-33782289_774229,1.53586012829344,0.701042444818182,9.99966332769104,6.3432497051921e-13,3.91661706261770e-11,19.2575523699656
GT_CpG_111:chr3:69103995-69105183_51629,1.53412236756371,0.911490002022727,16.0199073714393,5.01366286699094e-20,4.47397787123699e-17,35.4328203708777
GT_CpG_136:chr27:26877790-26879716_134286,1.53315141137838,0.973156836568182,14.9131782362148,7.31977103752579e-19,3.51714998353114e-16,32.7991563948855
GT_CpG_45:chr3:48232670-48233374_654164,1.53302077183398,0.105390673159091,7.10605739967466,7.79524268369120e-09,1.88003797002614e-07,9.89681373272747
GT_CpG_16:chr3:91792511-91792919_215274,1.53211997302703,-0.134122652318182,5.15726283996508,5.66422571047597e-06,7.15984874883402e-05,3.39252855101593
GT_CpG_44:chr12:4348674-4349357_952520,1.53197498508494,0.385205206431818,6.24057484771539,1.46718067615355e-07,2.71280042237587e-06,6.99009258295709
GT_CpG_102:chr9:16467994-16469322_13243,1.53192587298456,-1.23557767252273,3.57998552832618,0.000849293582839886,0.00526997917073776,-1.46011312521699
GT_CpG_22:chr5:11348959-11349396_360558,1.531598909139,0.20732447775,6.28236774852018,1.27304021991657e-07,2.38919751638724e-06,7.13039714780414
GT_CpG_17:chr12:14688070-14688472_234845,1.53159818353668,-0.482355446272727,3.86432432089113,0.000360942679051161,0.00259749820817175,-0.642438194216854
GT_CpG_50:chr10:47403963-47404740_693813,1.530202758861,0.736420221431818,9.7502247564408,1.37791997076598e-12,7.80002323980555e-11,18.4860387962446
GT_CpG_67:chr23:12033489-12034435_817905,1.52971994379151,0.297920775136364,9.47796466192371,3.24158380473647e-12,1.69207965762838e-10,17.6351307396037
GT_CpG_90:chr1:8813682-8814855_948405,1.52814610286487,1.00930040913636,16.0829446860968,4.32074777771013e-20,4.13004886558614e-17,35.5786365122668
GT_CpG_20:chr31:27676435-27676892_316805,1.52811732744788,-0.242226748659091,6.56167127129994,4.93029277393366e-08,1.01752446516663e-06,8.06886134282339
GT_CpG_144:chr12:59347822-59349865_154029,1.52785656044402,0.827659480568182,14.2263889098277,4.13933093616899e-18,1.36085951014629e-15,31.0922819360715
GT_CpG_69:chr20:29481677-29482640_831694,1.52618488279151,-0.355316745795455,4.56445054667884,3.97267252809003e-05,0.000397468749813898,1.49027155394503
GT_CpG_105:chr10:24218487-24219980_21944,1.52608098354826,0.404126658386364,6.37679930029752,9.23733571062846e-08,1.79474393519256e-06,7.44756676299743
GT_CpG_85:chr30:25413375-25414553_925040,1.52562422204633,-0.449966027227273,4.1809567241078,0.000135139330331706,0.00113537031192603,0.303377562025885
GT_CpG_65:chr22:49922425-49923166_805723,1.52550160248649,0.179923961727273,6.13814421951517,2.07741157447931e-07,3.73605126679031e-06,6.64644436460505
GT_CpG_201:chr32:18331498-18334105_299851,1.52362736249035,1.06599164670455,14.322731105536,3.23558430189734e-18,1.09385084619555e-15,31.3351735930643
GT_CpG_242:chr8:3299831-3302678_385764,1.52346366154826,0.540935092522727,9.35635572361373,4.76391649300924e-12,2.37429290214752e-10,17.2521586920341
GT_CpG_52:chr8:47588220-47589090_1069044,1.52327144711583,0.195007498659091,5.38615244101923,2.63599875838533e-06,3.63081945849039e-05,4.14308456218417
GT_CpG_152:chr17:48035814-48037675_173895,1.52224797497297,0.326882569772727,7.64945894836346,1.25407915343878e-09,3.57698878171478e-08,11.710623865313
GT_CpG_68:chr11:49980220-49981093_823188,1.52214141735907,0.964291712363636,15.3628856100314,2.42310788553718e-19,1.4887813187221e-16,33.8863517383896
GT_CpG_503:chr1:81540770-81547910_692518,1.52058321432046,0.518005432977273,10.4824906336554,1.44486842819905e-13,1.08739405261992e-11,20.7283907765535
GT_CpG_23:chr2:28106759-28107238_379109,1.52048527000772,0.526292584,7.56123418446206,1.68496463357188e-09,4.64685721130541e-08,11.4172705362299
GT_CpG_204:chr21:8353704-8355989_451856,1.52033537954826,1.20483808975,13.4088496250916,3.49925060311e-17,7.99685447280242e-15,28.9846782284989
GT_CpG_60:chr20:48820699-48821459_767536,1.52003225767954,1.12803262038636,15.2323392056754,3.33230652146347e-19,1.89229569875651e-16,33.5731859013777
GT_CpG_107:chr14:8322348-8323553_32054,1.51981663358687,0.289856334840909,6.96395011567918,1.26038943329624e-08,2.92134419112614e-07,9.42027696358761
GT_CpG_21:chr26:3185123-3185538_337849,1.51966097433205,0.524716441272727,8.37988247011926,1.11447819405586e-10,4.02791979122659e-09,14.1165519955915
GT_CpG_41:chr29:19189534-19190207_615971,1.51938423471429,0.750545625840909,10.6456270595918,8.82405537836984e-14,7.08172958299622e-12,21.2185088308849
GT_CpG_121:chr10:47332747-47334568_84071,1.51652614494981,0.545445343318182,10.9929240265326,3.12399019731875e-14,2.79436822447039e-12,22.2502311133583
GT_CpG_24:chr8:39275721-39276190_401371,1.51578560451738,-0.276075014863636,3.56467299495752,0.000888640477886818,0.00546706442395273,-1.50320207091406
GT_CpG_150:chr32:13059257-13061527_170690,1.51572358069112,0.695155880022727,15.8184639233317,8.0872564856486e-20,6.58918012664399e-17,34.9638711357869
GT_CpG_100:chr18:48250425-48251401_1372,1.51539279616988,-0.0340117025454545,8.76988853743341,3.1246908836458e-11,1.27017667709502e-09,15.3812431736756
GT_CpG_67:chr7:4902591-4903664_821080,1.51461867217761,0.634265079409091,7.82847402250006,6.89995881315066e-10,2.09226178283231e-08,12.3042253330382
GT_CpG_21:chr1:112369760-112370163_335513,1.51444951867568,-0.612037813022727,3.75799336219469,0.000498636345732323,0.00341465222029997,-0.951989569232112
GT_CpG_18:chr21:6200671-6201115_261358,1.51374067028571,-0.990871062363636,4.95751672937168,1.09854212243431e-05,0.000128063017750282,2.74403830559363
GT_CpG_207:chr2:9633504-9635448_307224,1.51329940305019,0.993995811863636,16.0640019565238,4.5180502011535e-20,4.13004886558614e-17,35.5348651513046
GT_CpG_118:chr17:49921656-49923043_72914,1.51202732501931,-0.164207167545455,4.54807791228414,4.18861778438222e-05,0.00041442768199805,1.43879683429275
GT_CpG_85:chr30:11544265-11545413_924993,1.51159815670656,0.222180203204545,6.21535951297165,1.59834571074886e-07,2.93793030373499e-06,6.90546499363928
GT_CpG_41:chr14:45910725-45911368_613072,1.51130320780309,0.365991730704545,6.50565494804546,5.96321171488364e-08,1.20938967457859e-06,7.88058105064966
GT_CpG_29:chr22:39383540-39384084_479459,1.51064440793822,0.806423939909091,10.040020369918,5.59911327755167e-13,3.49166666438202e-11,19.3816388407187
GT_CpG_87:chr28:27296933-27297923_934893,1.51057811596911,-0.431112954181818,4.26598591564249,0.00010332071812777,0.00090285782110298,0.56294160558921
GT_CpG_55:chr12:8613099-8613946_733502,1.51006383863321,0.794581409045454,15.2541015055737,3.1595222007449e-19,1.85024582127685e-16,33.6255288143295
GT_CpG_72:chr29:5993181-5994080_854557,1.50971040391506,0.915884661863636,15.5099343544627,1.69621469450644e-19,1.16217677545394e-16,34.2367427425351
GT_CpG_81:chr35:25855564-25856831_902606,1.50912390584556,-0.971952059409091,4.36416982956652,7.56129904935465e-05,0.000692426247010513,0.865318865602042
GT_CpG_114:chr29:38003384-38004622_61285,1.50879539572973,0.486211577590909,4.30193839674485,9.21835727874639e-05,0.000820457878057791,0.673342313814861
GT_CpG_45:chr18:22034032-22034587_650599,1.50833000623552,0.723733674477273,6.58912019592995,4.49159202940703e-08,9.33150652273538e-07,8.16112393686847
GT_CpG_25:chr8:6280692-6281167_420474,1.50827591374517,-0.0320202348181818,5.82834879564336,5.93794854943801e-07,9.62163310351868e-06,5.60998438945556
GT_CpG_62:chr11:34112749-34113605_778320,1.50801451022008,0.911265437295455,13.1392122696533,7.20171248216117e-17,1.45898909253469e-14,28.2709983755235
GT_CpG_69:chr29:14896790-14897882_833065,1.50733815660232,0.936534953818182,14.3371461064919,3.11879567380005e-18,1.08230873202178e-15,31.3714178934749
GT_CpG_74:chr29:39333111-39334194_866230,1.50657404081853,0.813076031909091,7.16814396740089,6.32103219505121e-09,1.55348174189065e-07,10.1047858127778
GT_CpG_24:chr28:16170770-16171227_396463,1.50425942066795,0.366829811068182,8.12389159057195,2.58916029665168e-10,8.6410631129304e-09,13.2784399946235
GT_CpG_187:chr31:27176272-27178623_254625,1.50409006704247,0.979905816636364,13.9357777436498,8.75979306910998e-18,2.64764745513849e-15,30.3526740498284
GT_CpG_32:chr6:50806235-50806701_523103,1.50408768501931,0.716482293,14.6611314038108,1.37373835991282e-18,5.72070444346363e-16,32.1793579422133
GT_CpG_258:chr4:8258101-8261555_410179,1.50400459294981,0.657460236409091,8.62170441289602,5.05626531498495e-11,1.95163509516293e-09,14.9025413836069
GT_CpG_32:chr1:120388620-120389066_518477,1.50352519062162,0.845074924204545,12.5355615656004,3.74464270779122e-16,5.75186328054538e-14,26.6391321360859
GT_CpG_18:chr2:56288535-56288951_263111,1.50317033599614,0.352882556295455,7.13885033380694,6.97802941799031e-09,1.70045230531117e-07,10.0066795062819
GT_CpG_37:chr2:27841607-27842327_576203,1.50315372881467,0.518868145022727,7.28994474469976,4.19216990102322e-09,1.06304692639005e-07,10.512308492748
GT_CpG_31:chr24:36118927-36119403_505060,1.50176856891892,-0.275644984954545,6.0857591173535,2.4816243217947e-07,4.37276906236688e-06,6.47084453331765
GT_CpG_66:chr2:79902600-79903291_813025,1.50077688921622,0.456968750568182,12.2984975886349,7.24496861200973e-16,1.03244934832514e-13,25.9852198251198
GT_CpG_118:chr14:40359325-40361110_72449,1.50004968129344,0.579525694386364,10.1345943060485,4.18284114489021e-13,2.75516174462812e-11,19.6716136376607
GT_CpG_37:chr21:42213269-42213977_574796,1.49985366166023,0.183743096409091,6.74489862993525,2.64745167212974e-08,5.75544322620362e-07,8.68467080708611
GT_CpG_29:chr20:716195-716696_479179,1.49915670369498,0.219983098977273,5.96638104765373,3.72032790947495e-07,6.3092384488331e-06,6.07114530161618
GT_CpG_57:chr1:1435379-1436251_748454,1.49762603871815,0.564897699454545,11.4646606696348,7.81676953035283e-15,8.22934565247454e-13,23.6259777081197
GT_CpG_38:chr3:70227537-70228242_590605,1.49728242353668,0.488051112181818,10.5460365111296,1.19187542406947e-13,9.1350304741717e-12,20.9197192234421
GT_CpG_168:chr16:31916916-31919205_207270,1.49721609326641,0.262045724454545,7.39175817134694,2.97605120253314e-09,7.79995965173004e-08,10.8524115270033
GT_CpG_56:chr5:19298333-19299202_744699,1.49573296350193,0.530832798295454,7.26125063773988,4.61766839063113e-09,1.1597113187895e-07,10.4163640810067
GT_CpG_88:chr1:69937726-69938705_939246,1.49533042112741,0.538417693181818,8.18708241954511,2.10155325151743e-10,7.17341660415499e-09,13.4858778108221
GT_CpG_44:chr32:8349038-8349723_643523,1.4946511181583,0.630318876568182,6.30164908775411,1.19234409980576e-07,2.25241252603932e-06,7.19514231249821
GT_CpG_68:chr3:44116235-44117059_827748,1.49338674332819,0.830108978136364,14.9681439297766,6.38687378758128e-19,3.20812939315006e-16,32.9333152565181
GT_CpG_123:chr1:89049456-89050952_92825,1.49173116572973,0.205045939454545,9.52951840772177,2.75489821444902e-12,1.4521917043507e-10,17.7969483047501
GT_CpG_61:chr9:54273149-54274053_777492,1.49146601369112,0.201276426409091,6.49826803258351,6.11469617702213e-08,1.23743357461454e-06,7.85575339404351
GT_CpG_95:chr1:42083511-42084731_972385,1.4909975002278,0.17087659775,9.24793960509732,6.7247166733272e-12,3.21884618390332e-10,16.9092551080097
GT_CpG_278:chr27:6755718-6759469_442966,1.49055800974517,0.104364766636364,10.1681373283327,3.77285646220641e-13,2.52055057659598e-11,19.7741855173014
GT_CpG_18:chr6:68077984-68078385_266002,1.48963699421622,0.469431481590909,10.7398294337145,6.64782800306801e-14,5.51225543643774e-12,21.4999326857678
GT_CpG_78:chr16:18357510-18358530_885320,1.48922792961004,0.629275142159091,10.3310137023082,2.29091266234628e-13,1.64484895923517e-11,20.2701885582301
GT_CpG_132:chr5:46409089-46410583_122883,1.48885291884942,-0.143388324227273,5.24217147435198,4.26772428268755e-06,5.59461484403101e-05,3.67010573688275
GT_CpG_187:chr1:92722369-92724938_254218,1.48848381242471,-0.315364406318182,5.19261556232728,5.03495130106268e-06,6.46028551223993e-05,3.50797192755621
GT_CpG_34:chr26:13501692-13502253_543547,1.48800791208494,0.322386927045455,8.56305228654507,6.12126270628905e-11,2.33624037646647e-09,14.7124413456014
